ref_bacen;nu_ordem;inicio_plantio;final_plantio;inicio_colheita;final_colheita;data_vencimento;idempreendimento;idevento;idsolo;idirrigacao;idciclo;idgrao;idcultivar;idprograma;estado
9931579;1;01/06/2017;30/06/2017;01/10/2017;31/10/2017;28/06/2018;12000000000000;17;3;1;0;8;3;999;RS
507420921;2;01/10/2018;02/10/2018;21/01/2019;22/01/2019;15/08/2019;12000000000000;48;3;1;22;8;1;1;PR
513893853;1;;;;;17/04/2023;12000000000000;24;3;1;0;0;6;1;SC
513709168;1;15/05/2022;20/05/2022;01/09/2022;10/09/2022;11/01/2023;12000000000000;17;3;1;22;8;3;1;PR
506937393;1;17/11/2018;20/12/2018;17/03/2019;19/04/2019;15/07/2019;12000000000000;135;3;1;22;8;1;1;RS
514024199;1;01/05/2022;20/06/2022;01/12/2022;30/12/2022;20/02/2023;12000000000000;17;2;0;0;8;1;1;SE
508868724;1;05/11/2019;10/12/2019;30/03/2020;30/04/2020;30/07/2020;12000000000000;48;3;1;22;8;99;1;RS
513202271;1;10/02/2022;10/02/2022;16/05/2022;16/05/2022;15/07/2022;12000000000000;17;3;1;22;3;2;1;PR
513831144;1;10/05/2022;16/05/2022;25/08/2022;10/09/2022;02/01/2023;12000000000000;17;3;1;22;8;1;50;PR
514438098;1;10/08/2022;15/09/2022;01/04/2023;30/04/2023;17/07/2023;12000000000000;48;3;1;22;8;1;1;RS
513391582;1;30/01/2022;31/01/2022;01/07/2022;05/07/2022;04/10/2022;12000000000000;110;3;1;22;8;99;1;PR
512590750;1;01/11/2021;20/11/2021;15/04/2022;10/05/2022;09/08/2022;12000000000000;48;3;1;22;8;3;1;RS
512289144;1;25/10/2021;30/11/2021;20/03/2022;10/05/2022;12/10/2022;12000000000000;48;3;1;22;8;2;1;RS
508193931;2;20/04/2019;10/06/2019;15/08/2019;25/09/2019;20/11/2019;12000000000000;24;3;1;22;8;1;999;PR
512367395;1;20/10/2021;30/11/2021;10/03/2022;10/05/2022;08/09/2022;12000000000000;48;3;1;22;8;99;1;RS
512389125;1;12/10/2021;15/10/2021;12/02/2022;15/02/2022;14/10/2022;12000000000000;48;3;1;22;8;1;50;PR
510602797;1;25/09/2020;25/10/2020;17/02/2021;19/03/2021;15/06/2021;12000000000000;48;3;1;22;8;1;1;RS
506570154;1;21/05/2018;10/07/2018;15/10/2018;15/11/2018;13/02/2019;12000000000000;17;3;1;22;8;3;1;RS
512666278;1;19/11/2021;30/12/2021;09/03/2022;02/05/2022;26/08/2022;12000000000000;48;3;1;22;8;1;1;RS
508921382;1;20/10/2019;20/11/2019;01/04/2020;20/04/2020;17/10/2020;12000000000000;48;2;1;22;8;2;1;RS
510764183;1;;;20/06/2021;20/07/2021;30/08/2021;12000000000000;48;2;1;22;0;11;1;RS
506095955;1;10/02/2018;28/02/2018;05/07/2018;23/07/2018;15/05/2019;12000000000000;48;3;1;22;3;1;1;PR
510252753;1;;;05/12/2020;15/01/2021;16/04/2021;12000000000000;48;9;1;22;0;99;1;SC
513409190;1;20/02/2022;28/02/2022;05/08/2022;15/08/2022;31/10/2022;12000000000000;110;3;1;22;3;1;999;PR
506459971;1;05/06/2018;05/06/2018;28/10/2018;28/10/2018;20/03/2019;12000000000000;110;3;1;22;0;3;1;SC
510391783;1;01/09/2020;30/09/2020;16/02/2021;16/04/2021;09/07/2021;12000000000000;48;3;1;22;8;3;1;RS
512073347;1;20/09/2021;31/10/2021;15/02/2022;31/03/2022;28/08/2022;12000000000000;48;3;1;22;8;1;999;PR
511755385;1;20/05/2021;10/06/2021;27/09/2021;18/10/2021;15/03/2022;12000000000000;24;3;1;22;8;2;1;PR
508200053;1;21/04/2019;21/04/2019;13/09/2019;13/09/2019;15/03/2020;12000000000000;24;3;1;22;3;1;1;PR
511830031;1;;;15/12/2021;15/01/2022;14/04/2022;12000000000000;86;9;1;22;0;99;1;SC
509522206;1;20/10/2019;15/12/2019;27/02/2020;23/04/2020;15/06/2020;12000000000000;48;3;1;22;8;2;50;RS
511900640;1;21/05/2021;23/05/2021;25/10/2021;30/10/2021;30/03/2022;12000000000000;17;3;1;22;8;2;50;RS
511379369;1;21/04/2021;31/05/2021;01/08/2021;31/08/2021;18/12/2021;12000000000000;24;3;1;22;8;1;1;PR
512538077;1;05/10/2021;05/12/2021;15/02/2022;15/04/2022;15/07/2022;12000000000000;48;3;1;22;8;1;1;PR
512291209;1;13/10/2021;15/10/2021;15/02/2022;17/02/2022;15/05/2022;12000000000000;48;3;1;22;3;1;1;PR
511971892;1;20/05/2021;20/06/2021;12/10/2021;12/11/2021;15/01/2022;12000000000000;24;3;1;22;3;2;1;PR
509746600;3;;;;;;;;;;;;;;
512806080;1;15/10/2021;15/12/2021;10/03/2022;25/04/2022;20/08/2022;12000000000000;48;2;1;22;8;1;1;RS
514345804;1;;;20/11/2022;20/12/2022;10/03/2023;12000000000000;17;3;1;22;0;99;1;RS
509740080;1;03/02/2020;05/02/2020;03/05/2020;05/05/2020;02/11/2020;12000000000000;48;3;1;22;8;99;1;PR
509618946;1;15/06/2020;05/07/2020;20/10/2020;30/10/2020;15/03/2021;12000000000000;48;3;1;22;8;2;999;RS
508152827;1;21/04/2019;10/05/2019;10/10/2019;15/10/2019;08/07/2020;12000000000000;48;3;1;22;8;3;1;PR
507467579;1;10/10/2018;12/10/2018;15/02/2019;17/02/2019;24/07/2019;12000000000000;48;3;1;22;8;1;1;PR
512322291;1;;;10/01/2022;25/01/2022;20/04/2022;12000000000000;31;9;1;22;0;11;1;RS
506111391;1;01/02/2018;10/02/2018;10/05/2018;10/06/2018;06/09/2018;12000000000000;48;3;1;22;8;1;1;PR
512694115;1;01/12/2021;15/01/2022;11/03/2022;25/04/2022;15/06/2022;12000000000000;86;3;4;22;0;1;1;SC
10064104;1;;;;;25/01/2018;12000000000000;17;3;1;22;8;3;999;RS
510692380;1;25/08/2020;25/08/2020;15/02/2021;20/02/2021;25/04/2021;12000000000000;48;9;1;22;8;99;50;RS
510210451;1;01/04/2020;30/05/2020;10/11/2020;20/11/2020;08/02/2021;12000000000000;48;3;0;22;0;1;1;SE
512731099;1;01/10/2021;01/12/2021;10/02/2022;10/04/2022;10/07/2022;12000000000000;48;3;1;22;8;1;1;PR
512560507;1;16/09/2021;15/11/2021;10/03/2022;30/04/2022;15/07/2022;12000000000000;48;9;1;22;8;99;1;RS
512288654;1;20/10/2021;20/11/2021;10/03/2022;10/05/2022;08/09/2022;12000000000000;48;9;1;22;8;99;1;RS
513540322;1;28/02/2022;28/02/2022;28/07/2022;28/07/2022;25/01/2023;12000000000000;110;3;1;22;8;1;1;PR
512251294;1;10/11/2021;30/11/2021;20/03/2022;10/04/2022;20/06/2022;12000000000000;48;9;1;22;8;2;1;RS
512256331;1;19/11/2021;05/12/2021;29/03/2022;14/04/2022;15/06/2022;12000000000000;48;3;1;22;8;2;1;RS
508631114;1;01/12/2019;15/12/2019;20/03/2020;01/05/2020;28/09/2020;12000000000000;48;3;1;22;8;3;1;RS
514181629;1;10/08/2022;20/09/2022;10/01/2023;05/02/2023;07/05/2023;12000000000000;48;3;1;22;8;99;1;RS
514488315;2;20/08/2022;30/08/2022;10/01/2023;20/01/2023;02/03/2023;12000000000000;48;2;1;22;8;1;1;RS
512458579;1;10/09/2021;10/11/2021;01/03/2022;01/05/2022;26/07/2022;12000000000000;48;2;1;22;8;3;1;SC
510077116;1;30/05/2020;30/06/2020;10/10/2020;30/10/2020;29/01/2021;12000000000000;24;3;1;22;8;99;1;RS
511640526;1;26/03/2021;26/03/2021;29/06/2021;29/06/2021;15/09/2021;12000000000000;48;3;1;22;3;2;1;PR
509913185;1;01/05/2020;01/05/2020;15/10/2020;25/10/2020;25/03/2021;12000000000000;24;3;1;22;8;99;50;RS
506694414;1;;;;;20/05/2019;12000000000000;31;3;1;22;0;11;1;RS
512382178;1;23/08/2021;23/10/2021;23/02/2022;30/03/2022;29/06/2022;12000000000000;48;3;1;22;8;1;1;RS
512249340;1;21/09/2021;22/09/2021;24/01/2022;25/01/2022;15/04/2022;12000000000000;48;3;1;22;3;1;1;PR
513789426;1;21/05/2022;30/06/2022;01/10/2022;15/11/2022;15/04/2023;12000000000000;24;9;1;22;8;99;1;RS
512900988;1;03/10/2021;22/10/2021;20/01/2022;05/02/2022;04/07/2022;12000000000000;48;3;1;22;8;99;50;PR
510266960;1;11/06/2020;10/07/2020;01/10/2020;31/10/2020;23/11/2020;12000000000000;48;3;1;22;8;1;1;PR
511524986;1;16/02/2021;28/02/2021;13/06/2021;25/06/2021;03/03/2023;12000000000000;24;3;1;22;8;1;1;PR
9806522;1;01/05/2017;31/05/2017;01/11/2017;30/11/2017;22/01/2018;12000000000000;48;2;1;22;8;5;1;RS
510659859;1;25/10/2020;28/11/2020;03/03/2021;25/03/2021;20/06/2021;12000000000000;31;9;1;22;8;99;1;RS
509316978;1;01/02/2020;12/02/2020;10/06/2020;21/06/2020;15/09/2020;12000000000000;48;3;1;22;3;1;1;PR
508660242;1;15/10/2019;10/12/2019;01/03/2020;15/04/2020;10/01/2021;12000000000000;48;3;1;22;8;3;1;RS
512351460;1;09/08/2021;09/10/2021;10/01/2022;10/03/2022;16/01/2023;12000000000000;48;3;1;22;8;1;1;RS
511689586;1;;;20/10/2021;30/11/2021;28/02/2022;12000000000000;17;9;4;22;0;99;1;SC
513050138;1;07/11/2021;05/12/2021;15/03/2022;15/04/2022;20/06/2025;12000000000000;48;3;1;22;8;99;50;RS
511409753;1;27/12/2020;03/01/2021;10/04/2021;25/04/2021;22/07/2021;12000000000000;48;9;1;22;8;99;1;RS
510078761;1;21/06/2020;20/07/2020;28/10/2020;26/11/2020;17/02/2021;12000000000000;48;3;1;22;8;1;1;RS
508021766;1;16/03/2019;18/03/2019;30/08/2019;30/08/2019;18/12/2019;12000000000000;24;2;1;22;8;1;1;PR
513083530;1;05/11/2021;10/11/2021;10/03/2022;30/03/2022;28/08/2022;12000000000000;48;3;1;22;8;99;50;RS
511054643;1;15/10/2020;15/12/2020;01/05/2021;15/05/2021;13/09/2021;12000000000000;31;3;1;22;8;1;1;PR
508305807;1;10/04/2019;10/05/2019;10/08/2019;10/09/2019;20/01/2020;12000000000000;24;3;1;22;8;3;50;PR
508305807;1;10/04/2019;10/05/2019;10/08/2019;10/09/2019;20/01/2020;12000000000000;48;3;1;22;8;3;50;PR
512521568;1;30/09/2021;29/11/2021;18/01/2022;19/03/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
511597408;1;01/06/2021;30/06/2021;09/10/2021;07/11/2021;15/01/2022;12000000000000;17;3;1;22;8;2;1;RS
509007127;1;15/10/2019;30/10/2019;01/04/2020;15/04/2020;15/06/2020;12000000000000;48;3;1;22;8;3;1;RS
512535204;1;30/10/2021;10/12/2021;20/03/2022;20/04/2022;10/08/2022;12000000000000;48;2;1;22;8;3;1;RS
506929189;1;13/11/2018;14/11/2018;18/03/2019;19/03/2019;15/07/2019;12000000000000;48;3;1;22;3;1;1;PR
512350314;1;20/09/2021;20/09/2021;08/01/2022;08/01/2022;15/03/2022;12000000000000;48;3;1;22;3;1;1;PR
512377606;1;30/08/2021;10/09/2021;20/01/2022;20/02/2022;20/05/2022;12000000000000;48;2;1;22;8;1;1;RS
514316642;1;01/10/2022;19/10/2022;23/02/2023;13/03/2023;15/05/2023;12000000000000;48;3;1;22;8;2;1;RS
513299280;1;01/01/2022;31/01/2022;01/04/2022;01/05/2022;25/07/2022;12000000000000;17;3;1;22;8;2;1;SC
508322727;1;01/06/2019;21/06/2019;01/08/2019;21/08/2019;27/06/2020;12000000000000;24;3;1;22;0;3;1;PR
513093229;1;11/11/2021;25/11/2021;25/03/2022;08/04/2022;06/08/2022;12000000000000;17;3;1;22;8;1;1;PR
508942708;1;01/11/2019;30/11/2019;20/03/2020;20/04/2020;20/07/2020;12000000000000;48;9;1;22;8;99;1;RS
510177869;1;01/06/2020;30/06/2020;01/10/2020;30/11/2020;26/02/2021;12000000000000;24;3;1;22;8;3;1;RS
514219471;1;05/08/2022;30/09/2022;15/01/2023;20/02/2023;10/05/2023;12000000000000;48;3;1;22;8;99;1;RS
506286544;1;01/02/2018;30/03/2018;01/08/2018;31/08/2018;23/04/2019;12000000000000;48;3;1;22;8;1;50;PR
506887507;1;20/09/2018;05/10/2018;07/02/2019;10/02/2019;21/06/2019;12000000000000;48;3;1;22;8;1;1;PR
508849905;1;11/06/2019;11/06/2019;03/11/2019;03/11/2019;15/01/2020;12000000000000;48;3;1;22;3;2;1;PR
514485522;1;12/08/2022;30/08/2022;20/12/2022;20/01/2023;21/04/2023;12000000000000;48;3;1;22;8;1;1;RS
510113721;1;;;20/12/2020;20/01/2021;15/04/2021;12000000000000;24;9;1;22;0;99;1;RS
509761227;1;20/05/2020;30/06/2020;10/09/2020;10/11/2020;05/02/2021;12000000000000;24;9;1;22;8;99;1;RS
514134195;1;05/08/2022;31/08/2022;15/12/2022;31/01/2023;02/05/2023;12000000000000;48;9;1;22;8;99;1;RS
510679332;1;11/08/2020;18/08/2020;20/01/2021;01/02/2021;30/04/2021;12000000000000;48;3;1;22;8;99;1;RS
513042834;1;26/01/2022;29/01/2022;25/06/2022;30/06/2022;01/11/2022;12000000000000;110;3;1;22;8;3;1;PR
512554299;1;25/08/2021;15/10/2021;10/02/2022;10/04/2022;10/07/2022;12000000000000;48;9;1;22;8;99;1;RS
511290043;1;15/02/2021;20/02/2021;26/05/2021;25/07/2021;15/10/2021;12000000000000;24;3;1;22;8;99;1;PR
509508458;1;19/02/2020;19/02/2020;28/06/2020;28/06/2020;15/09/2020;12000000000000;48;3;1;22;3;1;1;PR
513545553;1;14/02/2022;14/02/2022;20/05/2022;20/05/2022;15/07/2022;12000000000000;17;3;1;22;3;2;999;PR
506496772;1;20/05/2018;10/07/2018;15/10/2018;25/11/2018;15/02/2019;12000000000000;17;3;1;22;8;1;1;RS
512742578;1;21/10/2021;30/10/2021;01/01/2022;28/02/2022;06/08/2022;12000000000000;48;3;1;22;8;1;1;RS
510152917;1;29/05/2020;30/05/2020;21/09/2020;26/09/2020;27/01/2021;12000000000000;24;3;1;22;8;1;1;PR
513597311;1;25/05/2022;30/06/2022;25/10/2022;10/11/2022;15/04/2023;12000000000000;24;9;1;22;8;99;1;RS
508460383;1;01/06/2019;15/06/2019;01/11/2019;30/11/2019;05/02/2020;12000000000000;24;3;1;22;8;1;999;RS
512755741;1;11/09/2021;10/11/2021;14/02/2022;16/04/2022;15/07/2022;12000000000000;48;3;1;22;8;2;1;PR
512555914;1;12/11/2021;10/12/2021;10/04/2022;10/05/2022;09/08/2022;12000000000000;48;3;1;22;8;1;1;RS
512231772;1;15/09/2021;20/09/2021;03/01/2022;08/01/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
510380306;1;15/07/2020;04/08/2020;20/11/2020;10/12/2020;14/04/2021;12000000000000;31;2;4;22;0;3;1;SC
512351485;1;20/08/2021;19/10/2021;21/03/2022;21/05/2022;20/07/2022;12000000000000;48;3;1;22;3;1;1;RS
507098266;1;18/10/2018;19/10/2018;24/02/2019;25/02/2019;15/07/2019;12000000000000;17;3;1;22;3;2;1;PR
512960862;1;19/10/2021;19/10/2021;15/02/2022;15/02/2022;17/05/2022;12000000000000;48;3;1;22;8;99;1;PR
508599018;1;20/10/2019;20/11/2019;10/03/2020;30/04/2020;02/10/2020;12000000000000;48;3;1;22;8;2;1;RS
512310007;1;01/12/2021;10/12/2021;01/03/2022;10/03/2022;07/07/2022;12000000000000;48;3;1;22;8;3;1;RS
513132476;1;25/11/2021;15/12/2021;15/03/2022;30/03/2022;21/08/2022;12000000000000;48;3;1;22;8;1;1;SC
510958818;1;;;;;20/07/2021;12000000000000;48;9;1;0;0;11;1;SC
513608552;1;21/06/2022;10/07/2022;17/11/2022;17/11/2022;15/02/2023;12000000000000;17;3;1;22;8;2;1;RS
510564051;1;15/09/2020;20/09/2020;15/02/2021;28/02/2021;30/05/2021;12000000000000;48;3;1;22;8;3;1;RS
511410645;1;18/02/2021;18/02/2021;28/06/2021;28/06/2021;15/09/2021;12000000000000;48;3;1;22;3;1;1;PR
512978905;1;28/09/2021;28/09/2021;15/02/2022;15/02/2022;14/07/2022;12000000000000;48;3;1;22;8;1;1;PR
510726863;1;01/09/2020;05/09/2020;25/01/2021;31/01/2021;22/05/2021;12000000000000;48;3;1;22;8;99;50;RS
510582266;1;01/09/2020;10/10/2020;10/12/2020;28/12/2020;29/05/2021;12000000000000;17;3;1;22;8;99;1;PR
508913472;1;30/10/2019;30/11/2019;01/04/2020;19/05/2020;15/07/2020;12000000000000;48;9;1;22;8;99;999;RS
508776310;2;15/10/2019;15/11/2019;10/03/2020;15/04/2020;21/07/2023;12000000000000;48;3;1;22;8;1;1;RS
511489088;1;15/02/2021;18/02/2021;20/07/2021;24/07/2021;18/02/2022;12000000000000;24;3;1;22;8;99;50;PR
511409549;1;15/01/2021;15/01/2021;05/05/2021;05/05/2021;15/12/2021;12000000000000;17;2;1;22;3;1;1;SC
509011281;1;20/10/2019;20/12/2019;30/03/2020;31/05/2020;01/08/2020;12000000000000;48;2;1;22;8;3;1;RS
507390768;1;01/10/2018;31/10/2018;16/01/2019;15/02/2019;24/06/2019;12000000000000;48;3;1;22;8;1;1;PR
514270348;1;01/08/2022;30/08/2022;10/02/2023;11/04/2023;10/05/2023;12000000000000;48;3;1;22;8;2;1;RS
506556997;1;01/06/2018;20/07/2018;30/08/2018;17/12/2018;24/06/2019;12000000000000;24;3;1;22;8;1;1;RS
508385871;1;15/01/2019;20/02/2019;15/06/2019;20/07/2019;07/01/2020;12000000000000;24;3;1;22;8;1;1;PR
9819484;1;01/05/2017;31/05/2017;01/12/2017;31/12/2017;01/05/2018;12000000000000;17;3;6;22;8;3;50;RS
506110577;1;20/01/2018;28/02/2018;01/07/2018;30/08/2018;20/02/2019;12000000000000;48;2;1;22;8;1;50;PR
506110577;1;20/01/2018;28/02/2018;01/07/2018;30/08/2018;20/02/2019;12000000000000;79;2;1;22;8;1;50;PR
512651802;1;11/09/2021;31/10/2021;01/01/2022;05/02/2022;25/08/2022;12000000000000;48;3;1;22;8;1;1;PR
10043534;1;01/06/2017;30/06/2017;01/10/2017;31/10/2017;15/03/2018;12000000000000;48;3;1;22;3;1;1;PR
512670922;1;15/11/2021;01/12/2021;20/03/2022;10/04/2022;10/07/2022;12000000000000;48;9;1;22;8;99;1;RS
512748317;1;10/10/2021;15/10/2021;25/01/2022;05/02/2022;05/07/2022;12000000000000;48;3;1;22;8;1;1;PR
512241230;1;05/11/2021;05/12/2021;01/03/2022;30/03/2022;15/07/2022;12000000000000;48;3;1;22;8;99;1;RS
508895305;1;15/08/2019;30/08/2019;15/01/2020;20/01/2020;20/04/2020;12000000000000;48;3;1;22;8;2;1;RS
512363887;1;01/11/2021;30/11/2021;15/03/2022;15/04/2022;01/07/2022;12000000000000;48;3;1;22;8;3;1;RS
514390988;1;20/08/2022;30/08/2022;18/12/2022;28/12/2022;15/03/2023;12000000000000;86;2;1;22;0;1;1;SC
512674758;1;31/08/2021;10/09/2021;01/01/2022;10/01/2022;26/08/2022;12000000000000;48;3;1;22;8;1;1;PR
510452974;1;15/10/2020;13/12/2020;01/04/2021;15/05/2021;20/07/2021;12000000000000;79;9;1;22;8;99;1;RS
510893192;2;08/09/2020;18/09/2020;04/01/2021;29/01/2021;28/05/2021;12000000000000;48;3;1;22;8;3;1;RS
508481343;1;01/05/2019;10/06/2019;01/09/2019;30/09/2019;26/05/2020;12000000000000;24;3;1;22;8;3;50;PR
508793785;1;02/11/2019;30/11/2019;02/04/2020;30/04/2020;20/07/2020;12000000000000;48;3;1;22;8;1;1;RS
512124565;1;10/06/2021;30/06/2021;01/10/2021;30/10/2021;29/04/2022;12000000000000;31;2;1;22;8;1;1;RS
512678626;1;01/09/2021;01/11/2021;15/01/2022;15/03/2022;14/06/2022;12000000000000;48;3;1;22;8;99;1;RS
511039652;1;15/02/2021;20/02/2021;26/05/2021;25/07/2021;15/10/2021;12000000000000;24;2;1;22;8;99;1;PR
508659178;1;10/11/2019;27/12/2019;10/03/2020;10/05/2020;10/06/2020;12000000000000;48;9;1;22;8;99;1;RS
513324915;1;12/02/2022;12/02/2022;18/05/2022;18/05/2022;15/08/2022;12000000000000;17;3;1;22;3;2;1;PR
509116982;1;01/11/2019;30/12/2019;01/05/2020;30/05/2020;18/02/2021;12000000000000;48;2;1;22;8;3;1;RS
508167122;1;20/05/2019;21/05/2019;30/09/2019;05/10/2019;17/01/2020;12000000000000;24;3;1;22;8;1;1;PR
510434386;1;01/08/2020;30/09/2020;24/12/2020;22/02/2021;15/05/2021;12000000000000;48;3;1;22;8;1;1;RS
512763117;1;15/10/2021;15/12/2021;01/04/2022;31/05/2022;01/07/2022;12000000000000;48;2;1;22;8;1;1;RS
511633794;1;18/02/2021;20/02/2021;01/08/2021;15/08/2021;24/11/2021;12000000000000;24;3;1;22;8;1;1;PR
508237747;1;21/04/2019;21/05/2019;21/08/2019;21/09/2019;26/05/2020;12000000000000;24;3;1;22;8;3;50;PR
512795093;1;;;;;15/02/2023;12000000000000;48;3;1;0;0;6;1;RS
508882779;1;20/10/2019;25/11/2019;15/03/2020;20/04/2020;20/07/2025;12000000000000;48;3;1;22;8;2;1;RS
512407447;1;11/11/2021;20/11/2021;05/04/2022;30/04/2022;20/07/2022;12000000000000;48;2;1;22;8;2;1;RS
512244852;1;25/10/2021;25/11/2021;02/02/2022;05/03/2022;15/05/2022;12000000000000;48;3;1;22;8;1;1;RS
510055012;1;22/05/2020;10/06/2020;20/10/2020;10/11/2020;30/01/2021;12000000000000;24;3;1;22;8;1;1;RS
512910330;1;13/10/2021;14/10/2021;13/02/2022;14/02/2022;16/05/2022;12000000000000;48;3;1;22;8;1;1;PR
513439056;1;10/03/2022;15/03/2022;08/06/2022;13/06/2022;09/09/2022;12000000000000;31;9;1;22;8;2;1;SC
512424798;1;01/09/2021;02/09/2021;28/01/2022;28/01/2022;22/01/2023;12000000000000;48;3;1;22;8;1;1;PR
509919505;1;01/06/2020;02/06/2020;09/10/2020;10/10/2020;15/12/2020;12000000000000;48;3;1;22;3;1;1;PR
511642234;1;30/05/2021;30/06/2021;10/09/2021;30/09/2021;28/02/2022;12000000000000;24;3;1;22;8;99;999;RS
512430588;1;10/10/2021;10/12/2021;20/04/2022;20/05/2022;23/01/2023;12000000000000;48;3;1;22;8;3;1;PR
9924097;1;01/06/2017;30/06/2017;01/12/2017;31/12/2017;28/04/2018;12000000000000;110;9;4;1;0;99;1;SC
511423760;1;30/01/2021;30/01/2021;25/06/2021;01/07/2021;04/05/2023;12000000000000;48;3;1;22;8;1;1;PR
508917899;1;;;;;19/05/2020;12000000000000;48;2;1;1;0;6;1;SC
511849437;1;25/04/2021;15/05/2021;01/09/2021;20/09/2021;13/02/2022;12000000000000;24;3;1;22;8;1;50;PR
509496680;1;01/02/2020;28/02/2020;01/06/2020;25/06/2020;24/09/2020;12000000000000;48;3;1;22;8;1;1;PR
512913230;1;10/09/2021;10/09/2021;01/01/2022;07/01/2022;07/07/2022;12000000000000;48;3;1;22;8;99;1;PR
504861365;1;01/06/2017;30/06/2017;01/12/2017;31/12/2017;15/05/2018;12000000000000;110;1;4;22;0;1;1;SC
508459437;1;30/05/2019;20/06/2019;15/10/2019;12/11/2019;05/02/2020;12000000000000;17;3;1;22;8;3;50;RS
513423329;1;10/02/2022;15/02/2022;10/04/2022;15/04/2022;22/09/2022;12000000000000;17;3;1;22;8;1;1;PR
512599956;1;10/11/2021;10/12/2021;18/02/2022;20/03/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
514327116;1;22/08/2022;30/08/2022;10/12/2022;18/12/2022;15/03/2023;12000000000000;48;2;1;22;3;1;1;SC
509969650;1;;;05/12/2020;05/01/2021;06/04/2021;12000000000000;31;9;4;22;0;99;1;SC
512769822;1;30/10/2021;23/11/2021;07/02/2022;03/03/2022;20/06/2022;12000000000000;48;2;1;22;8;1;1;RS
512449737;1;20/10/2021;30/11/2021;01/04/2022;25/05/2022;15/07/2022;12000000000000;48;2;1;22;8;1;1;RS
511712083;1;02/06/2021;30/06/2021;20/10/2021;17/11/2021;15/02/2022;12000000000000;31;3;1;22;8;2;1;RS
512452118;1;16/11/2021;15/12/2021;21/04/2022;21/05/2022;01/08/2022;12000000000000;48;3;1;22;8;1;1;RS
9580781;1;24/02/2017;09/03/2017;26/07/2017;02/08/2017;10/03/2018;12000000000000;17;2;1;22;8;1;50;PR
513750066;1;10/04/2022;31/05/2022;01/11/2022;20/12/2022;20/03/2023;12000000000000;48;3;1;22;8;1;1;SE
512359191;1;03/11/2021;20/12/2021;20/03/2022;30/04/2022;22/07/2022;12000000000000;48;3;1;22;8;99;1;RS
506030033;1;15/02/2018;15/02/2018;10/07/2018;10/07/2018;15/05/2019;12000000000000;48;3;1;22;3;1;1;PR
512390090;1;15/10/2021;15/12/2021;01/03/2022;30/04/2022;18/07/2022;12000000000000;48;9;1;22;8;99;1;RS
510212817;1;30/05/2020;10/06/2020;20/07/2020;10/09/2020;13/02/2021;12000000000000;24;3;1;22;8;99;1;PR
511291090;1;25/12/2020;26/12/2020;19/05/2021;20/05/2021;15/06/2021;12000000000000;79;2;1;22;8;2;1;RS
512683692;1;01/11/2021;30/11/2021;01/04/2022;30/04/2022;17/08/2022;12000000000000;48;3;1;22;8;3;1;RS
512347535;1;10/10/2021;25/10/2021;10/03/2022;30/03/2022;15/07/2022;12000000000000;31;2;1;22;8;3;1;PR
512544818;1;01/08/2021;01/08/2021;01/03/2022;01/05/2022;04/08/2022;12000000000000;110;3;2;0;0;99;1;PR
506114104;1;08/01/2018;20/02/2018;01/07/2018;31/08/2018;06/05/2019;12000000000000;79;3;1;22;8;1;1;PR
512469637;1;01/11/2021;30/11/2021;20/03/2022;20/04/2022;20/07/2022;12000000000000;48;3;1;22;8;3;1;RS
507845832;1;20/02/2019;20/02/2019;15/06/2019;15/06/2019;15/04/2020;12000000000000;17;3;1;22;3;1;1;PR
508254835;1;08/04/2019;08/05/2019;13/05/2019;13/07/2019;01/10/2020;12000000000000;135;2;4;1;0;12;1;RJ
512413620;1;27/10/2021;01/12/2021;14/02/2022;21/03/2022;15/06/2022;12000000000000;48;3;1;22;8;1;1;RS
508887000;1;10/10/2019;30/11/2019;20/03/2020;20/05/2020;19/10/2020;12000000000000;48;9;1;22;3;99;1;RS
506296904;1;20/04/2018;21/04/2018;01/09/2018;03/09/2018;16/11/2018;12000000000000;48;3;1;24;8;2;1;PR
508087699;1;05/05/2019;05/05/2019;27/09/2019;27/09/2019;15/02/2020;12000000000000;48;3;1;22;3;2;1;PR
510593249;1;20/08/2020;22/08/2020;15/01/2021;25/01/2021;07/08/2021;12000000000000;48;2;1;22;8;1;1;SC
512615302;1;20/11/2021;20/12/2021;15/03/2022;15/04/2022;06/08/2022;12000000000000;48;3;1;22;8;2;1;RS
508890247;1;20/10/2019;30/10/2019;20/03/2020;30/04/2020;20/07/2020;12000000000000;48;2;10;22;8;2;1;RS
509850432;1;30/05/2020;10/06/2020;25/10/2020;30/10/2020;20/01/2021;12000000000000;24;3;1;22;8;2;1;RS
511508115;1;20/02/2021;10/03/2021;05/08/2021;10/08/2021;23/11/2021;12000000000000;24;3;1;22;8;8;1;PR
512657001;1;05/11/2021;15/11/2021;01/04/2022;20/04/2022;19/07/2022;12000000000000;48;3;1;22;8;99;1;RS
506762688;1;01/05/2018;31/05/2018;01/11/2018;30/11/2018;20/02/2019;12000000000000;17;3;1;22;8;3;1;RS
510054520;1;27/05/2020;30/06/2020;10/10/2020;25/10/2020;20/01/2021;12000000000000;24;3;1;22;8;2;1;RS
